GridID,Category,SubstGroup,Substance,Type,Tissue,Unit,BASIS,Threshold,Value,CR
100kmE36N40,Water,Other organohalogens,DDTSUM,,,µg/l,,0.025,8.28E-07,3.31E-05
100kmE36N40,Water,Other organohalogens,DLDALD,,,µg/l,,0.005,9.45E-06,0.0018905
100kmE36N40,Water,PAHs,FLU,,,µg/l,,0.0063,1.77E-05,0.002809127
100kmE36N40,Water,Other organohalogens,HCHSUM,,,µg/l,,0.002,6.36E-05,0.03178
100kmE36N40,Water,PAHs,NAP,,,µg/l,,2,0.0017304,0.0008652
100kmE36N40,Water,Metals,NI,,,µg/l,,8.6,0.176825,0.020561047
100kmE36N40,Water,PAHs,PA,,,µg/l,,1.3,6.77E-05,5.21E-05
100kmE36N40,Water,Metals,PB,,,µg/l,,1.3,0.02771,0.021315385
100kmE36N40,Water,PAHs,PYR,,,µg/l,,0.023,1.01E-05,0.000440217
100kmE36N40,Water,Organochlorines,QCB,,,µg/l,,7.00E-04,1.00E-06,0.001428571
100kmE36N40,Water,Organochlorines,TRF,,,µg/l,,0.03,3.85E-07,1.28E-05
100kmE37N32,Water,PAHs,ANT,,,µg/l,,0.1,1.80E-05,0.00018
100kmE37N32,Water,PAHs,BAP,,,µg/l,,0.00017,0.000125,0.735294118
100kmE37N32,Water,PCBs,CB138,,,µg/l,,2.00E-05,9.40E-07,0.047
100kmE37N32,Water,PCBs,CB153,,,µg/l,,0.001,1.26E-06,0.001255
100kmE37N32,Water,Metals,CU,,,µg/l,,0.02,0.393533333,19.67666667
100kmE37N32,Water,Other organohalogens,DDTPP,,,µg/l,,0.01,1.80E-07,1.80E-05
100kmE37N32,Water,Other organohalogens,DDTSUM,,,µg/l,,0.025,3.68E-06,0.000147
100kmE37N32,Water,Other organohalogens,DLDALD,,,µg/l,,0.005,1.80E-05,0.0035955
100kmE37N32,Water,PAHs,FLU,,,µg/l,,0.0063,0.000374395,0.059427778
100kmE37N32,Water,Other organohalogens,HCHSUM,,,µg/l,,0.002,0.00010716,0.05358
100kmE37N32,Water,PAHs,NAP,,,µg/l,,2,0.001137815,0.000568908
100kmE37N32,Water,Metals,NI,,,µg/l,,8.6,0.438766667,0.05101938
100kmE37N32,Water,PAHs,PA,,,µg/l,,1.3,0.00042918,0.000330138
100kmE37N32,Water,Metals,PB,,,µg/l,,1.3,0.042285,0.032526923
100kmE37N32,Water,PAHs,PYR,,,µg/l,,0.023,0.00021275,0.00925
100kmE37N32,Water,Organochlorines,QCB,,,µg/l,,7.00E-04,7.40E-07,0.001057143
100kmE37N32,Water,Organochlorines,TRF,,,µg/l,,0.03,5.36E-06,0.000178583
100kmE37N33,Water,Metals,CU,,,µg/l,,0.02,0.191833333,9.591666667
100kmE37N33,Water,Metals,NI,,,µg/l,,8.6,0.240566667,0.027972868
100kmE37N33,Water,Metals,PB,,,µg/l,,1.3,0.048535,0.037334615
100kmE37N34,Water,PAHs,ANT,,,µg/l,,0.1,2.25E-06,2.25E-05
100kmE37N34,Water,PAHs,BAP,,,µg/l,,0.00017,9.50E-06,0.055882353
100kmE37N34,Water,PCBs,CB138,,,µg/l,,2.00E-05,6.90E-07,0.0345
100kmE37N34,Water,PCBs,CB153,,,µg/l,,0.001,1.20E-06,0.0012
100kmE37N34,Water,Metals,CU,,,µg/l,,0.02,0.171075,8.55375
100kmE37N34,Water,Other organohalogens,DDTPP,,,µg/l,,0.01,1.80E-07,1.80E-05
100kmE37N34,Water,Other organohalogens,DDTSUM,,,µg/l,,0.025,1.12E-06,4.49E-05
100kmE37N34,Water,Other organohalogens,DLDALD,,,µg/l,,0.005,1.48E-05,0.0029555
100kmE37N34,Water,PAHs,FLU,,,µg/l,,0.0063,0.000175895,0.027919841
100kmE37N34,Water,Other organohalogens,HCHSUM,,,µg/l,,0.002,9.01E-05,0.04503
100kmE37N34,Water,PAHs,NAP,,,µg/l,,2,0.000986815,0.000493408
100kmE37N34,Water,Metals,NI,,,µg/l,,8.6,0.22305,0.025936047
100kmE37N34,Water,PAHs,PA,,,µg/l,,1.3,0.00029318,0.000225523
100kmE37N34,Water,Metals,PB,,,µg/l,,1.3,0.073226667,0.056328205
100kmE37N34,Water,PAHs,PYR,,,µg/l,,0.023,4.13E-05,0.001793478
100kmE37N34,Water,Organochlorines,QCB,,,µg/l,,7.00E-04,1.10E-06,0.001571429
100kmE37N34,Water,Organochlorines,TRF,,,µg/l,,0.03,1.17E-05,0.000389833
100kmE37N36,Water,Metals,CU,,,µg/l,,0.02,0.1117,5.585
100kmE37N36,Water,Metals,NI,,,µg/l,,8.6,0.180833333,0.021027132
100kmE37N36,Water,Metals,PB,,,µg/l,,1.3,0.03291,0.025315385
100kmE37N37,Water,PAHs,ANT,,,µg/l,,0.1,2.25E-06,2.25E-05
100kmE37N37,Water,PAHs,BAP,,,µg/l,,0.00017,5.00E-06,0.029411765
100kmE37N37,Water,PCBs,CB138,,,µg/l,,2.00E-05,8.70E-07,0.0435
100kmE37N37,Water,PCBs,CB153,,,µg/l,,0.001,1.65E-06,0.00165
100kmE37N37,Water,Metals,CU,,,µg/l,,0.02,0.106125,5.30625
100kmE37N37,Water,Other organohalogens,DDTPP,,,µg/l,,0.01,2.65E-07,2.65E-05
100kmE37N37,Water,Other organohalogens,DDTSUM,,,µg/l,,0.025,1.01E-06,4.03E-05
100kmE37N37,Water,Other organohalogens,DLDALD,,,µg/l,,0.005,1.18E-05,0.0023605
100kmE37N37,Water,PAHs,FLU,,,µg/l,,0.0063,7.44E-05,0.01180873
100kmE37N37,Water,Other organohalogens,HCHSUM,,,µg/l,,0.002,8.04E-05,0.0402175
100kmE37N37,Water,PAHs,NAP,,,µg/l,,2,0.000982565,0.000491283
100kmE37N37,Water,Metals,NI,,,µg/l,,8.6,0.18165,0.021122093
100kmE37N37,Water,PAHs,PA,,,µg/l,,1.3,0.00013443,0.000103408
100kmE37N37,Water,Metals,PB,,,µg/l,,1.3,0.03863,0.029715385
100kmE37N37,Water,PAHs,PYR,,,µg/l,,0.023,2.08E-05,0.000902174
100kmE37N37,Water,Organochlorines,QCB,,,µg/l,,7.00E-04,1.22E-06,0.001742857
100kmE37N37,Water,Organochlorines,TRF,,,µg/l,,0.03,9.96E-06,0.000331917
100kmE37N40,Water,Metals,CU,,,µg/l,,0.02,0.079803333,3.990166667
100kmE37N40,Water,Metals,NI,,,µg/l,,8.6,0.173883333,0.020218992
100kmE37N40,Water,Metals,PB,,,µg/l,,1.3,0.0379675,0.029205769
100kmE37N41,Water,PAHs,ANT,,,µg/l,,0.1,2.25E-06,2.25E-05
100kmE37N41,Water,PAHs,BAP,,,µg/l,,0.00017,3.00E-06,0.017647059
100kmE37N41,Water,PCBs,CB138,,,µg/l,,2.00E-05,9.50E-07,0.0475
100kmE37N41,Water,PCBs,CB153,,,µg/l,,0.001,1.95E-06,0.00195
100kmE37N41,Water,Metals,CU,,,µg/l,,0.02,0.092433333,4.621666667
100kmE37N41,Water,Other organohalogens,DDTPP,,,µg/l,,0.01,1.80E-07,1.80E-05
100kmE37N41,Water,Other organohalogens,DDTSUM,,,µg/l,,0.025,8.28E-07,3.31E-05
100kmE37N41,Water,Other organohalogens,DLDALD,,,µg/l,,0.005,9.28E-06,0.0018555
100kmE37N41,Water,PAHs,FLU,,,µg/l,,0.0063,1.55E-05,0.002460317
100kmE37N41,Water,Other organohalogens,HCHSUM,,,µg/l,,0.002,6.87E-05,0.034355
100kmE37N41,Water,PAHs,NAP,,,µg/l,,2,0.00073475,0.000367375
100kmE37N41,Water,Metals,NI,,,µg/l,,8.6,0.201133333,0.023387597
100kmE37N41,Water,PAHs,PA,,,µg/l,,1.3,6.37E-05,4.90E-05
100kmE37N41,Water,Metals,PB,,,µg/l,,1.3,0.036705,0.028234615
100kmE37N41,Water,PAHs,PYR,,,µg/l,,0.023,1.00E-05,0.000434783
100kmE37N41,Water,Organochlorines,QCB,,,µg/l,,7.00E-04,9.00E-07,0.001285714
100kmE37N41,Water,Organochlorines,TRF,,,µg/l,,0.03,3.13E-07,1.04E-05
100kmE37N43,Water,PAHs,ANT,,,µg/l,,0.1,1.75E-06,1.75E-05
100kmE37N43,Water,PAHs,BAP,,,µg/l,,0.00017,5.00E-06,0.029411765
100kmE37N43,Water,PCBs,CB138,,,µg/l,,2.00E-05,7.40E-07,0.037
100kmE37N43,Water,PCBs,CB153,,,µg/l,,0.001,6.00E-07,6.00E-04
100kmE37N43,Water,Other organohalogens,DDTPP,,,µg/l,,0.01,3.80E-07,3.80E-05
100kmE37N43,Water,Other organohalogens,DDTSUM,,,µg/l,,0.025,1.59E-06,6.34E-05
100kmE37N43,Water,Other organohalogens,DLDALD,,,µg/l,,0.005,4.23E-06,0.0008455
100kmE37N43,Water,PAHs,FLU,,,µg/l,,0.0063,2.86E-05,0.004531746
100kmE37N43,Water,Other organohalogens,HCHSUM,,,µg/l,,0.002,6.13E-05,0.030625
100kmE37N43,Water,PAHs,NAP,,,µg/l,,2,0.00089075,0.000445375
100kmE37N43,Water,PAHs,PA,,,µg/l,,1.3,4.99E-05,3.83E-05
